incidente_id,tipo_registro_key,date_key,ubicacion_key,vehicle_type_key,person_key,route_key,accident_type_key,event_type_key,severity_key,positive_alcohol,positive_drug,cord_key
261,1,20240103,7492,2.0,22.0,245.0,9.0,,2.0,N,N,104.0
262,1,20240103,10757,4.0,7.0,343.0,11.0,,5.0,N,N,105.0
263,1,20240103,5865,2.0,48.0,476.0,1.0,,2.0,N,S,105.0
264,1,20240103,1614,9.0,26.0,,4.0,,2.0,N,N,106.0
265,1,20240103,10671,2.0,23.0,348.0,11.0,,2.0,N,N,106.0
266,1,20240103,17123,4.0,17.0,278.0,11.0,,5.0,N,N,107.0
267,1,20240103,10184,2.0,5.0,212.0,5.0,,4.0,N,S,108.0
268,1,20240103,13721,2.0,18.0,147.0,5.0,,4.0,N,S,108.0
269,1,20240103,17111,7.0,26.0,113.0,10.0,,2.0,N,N,109.0
270,1,20240103,15326,2.0,23.0,598.0,3.0,,3.0,N,S,109.0
271,1,20240103,8441,2.0,46.0,511.0,9.0,,3.0,N,S,109.0
272,1,20240103,10566,2.0,37.0,281.0,11.0,,2.0,N,N,110.0
273,1,20240103,13628,2.0,29.0,71.0,11.0,,5.0,N,N,110.0
274,1,20240103,9838,18.0,5.0,121.0,2.0,,2.0,N,N,110.0
275,1,20240103,1270,2.0,19.0,213.0,9.0,,4.0,N,S,111.0
276,1,20240103,4902,2.0,4.0,46.0,11.0,,4.0,N,N,111.0
277,1,20240103,6354,7.0,28.0,35.0,5.0,,2.0,S,N,112.0
278,1,20240103,4801,7.0,13.0,,0.0,,4.0,N,N,112.0
279,1,20240103,2921,2.0,19.0,386.0,5.0,,2.0,N,S,112.0
280,1,20240103,4551,2.0,14.0,452.0,8.0,,4.0,N,N,112.0
281,1,20240103,6577,2.0,23.0,455.0,6.0,,4.0,N,N,113.0
282,1,20240103,7573,2.0,26.0,151.0,9.0,,4.0,N,N,113.0
283,1,20240103,13795,2.0,15.0,227.0,3.0,,4.0,N,S,113.0
284,1,20240103,1176,7.0,28.0,305.0,5.0,,4.0,N,N,114.0
285,1,20240103,5258,2.0,19.0,378.0,6.0,,4.0,N,N,114.0
286,1,20240103,17220,7.0,8.0,519.0,10.0,,4.0,N,N,115.0
287,1,20240103,3162,2.0,28.0,110.0,0.0,,4.0,N,N,115.0
288,1,20240103,391,2.0,11.0,17.0,9.0,,4.0,N,N,115.0
289,1,20240103,16013,2.0,29.0,462.0,0.0,,4.0,N,S,115.0
290,1,20240103,10058,2.0,23.0,560.0,3.0,,4.0,N,N,116.0
291,1,20240103,10369,2.0,28.0,53.0,10.0,,4.0,N,S,116.0
292,1,20240102,6796,2.0,7.0,354.0,4.0,,4.0,N,S,117.0
293,1,20240103,7203,5.0,14.0,446.0,4.0,,4.0,N,N,118.0
294,1,20240103,3406,7.0,14.0,17.0,5.0,,4.0,N,S,118.0
295,1,20240103,2254,2.0,23.0,20.0,4.0,,2.0,N,S,118.0
296,1,20240103,7412,2.0,14.0,359.0,1.0,,4.0,N,S,118.0
297,1,20240103,3124,2.0,14.0,483.0,10.0,,4.0,N,N,119.0
298,1,20240103,16759,18.0,26.0,274.0,0.0,,8.0,N,N,119.0
299,1,20240103,2160,7.0,3.0,433.0,1.0,,4.0,N,N,120.0
300,1,20240103,8961,2.0,37.0,409.0,1.0,,4.0,N,N,120.0
301,1,20240103,7078,1.0,1.0,566.0,0.0,,7.0,N,N,121.0
302,1,20240103,9780,4.0,4.0,500.0,8.0,,2.0,N,N,121.0
303,1,20240103,6117,2.0,4.0,,4.0,,4.0,N,N,122.0
304,1,20240103,143,2.0,14.0,126.0,8.0,,4.0,N,N,122.0
305,1,20240103,6110,15.0,7.0,207.0,9.0,,7.0,N,N,123.0
306,1,20240103,8172,2.0,48.0,,2.0,,4.0,N,N,124.0
307,1,20240103,8427,2.0,1.0,246.0,2.0,,4.0,N,N,124.0
308,1,20240104,7330,2.0,6.0,245.0,1.0,,3.0,N,N,125.0
309,1,20240104,953,8.0,3.0,477.0,9.0,,3.0,N,N,125.0
310,1,20240104,727,2.0,14.0,345.0,4.0,,4.0,N,S,126.0
311,1,20240104,6680,5.0,8.0,,2.0,,3.0,N,S,127.0
312,1,20240104,10634,2.0,4.0,274.0,9.0,,4.0,N,N,127.0
313,1,20240104,2300,15.0,4.0,257.0,8.0,,3.0,N,S,128.0
314,1,20240104,5065,2.0,3.0,356.0,3.0,,2.0,N,N,128.0
315,1,20240104,5059,2.0,10.0,624.0,9.0,,2.0,N,S,128.0
316,1,20240104,140,2.0,3.0,601.0,5.0,,4.0,N,N,129.0
317,1,20240104,7822,2.0,14.0,95.0,5.0,,4.0,N,S,129.0
318,1,20240104,102,2.0,14.0,322.0,6.0,,4.0,,N,129.0
319,1,20240103,5433,2.0,23.0,163.0,10.0,,4.0,N,S,130.0
320,1,20240104,3779,7.0,32.0,,10.0,,2.0,N,N,131.0
321,1,20240104,11419,2.0,2.0,224.0,0.0,,2.0,N,N,131.0
322,1,20240104,14954,2.0,48.0,,2.0,,4.0,N,N,132.0
323,1,20240104,8803,2.0,22.0,481.0,3.0,,7.0,N,N,133.0
324,1,20240104,11291,2.0,5.0,347.0,8.0,,3.0,N,S,133.0
325,1,20240104,8682,12.0,7.0,629.0,4.0,,9.0,N,N,134.0
326,1,20240104,10378,2.0,28.0,580.0,6.0,,2.0,N,N,134.0
327,1,20240104,16142,2.0,50.0,89.0,3.0,,1.0,N,N,134.0
328,1,20240104,2569,2.0,27.0,610.0,4.0,,1.0,N,N,135.0
329,1,20240104,1382,2.0,21.0,574.0,6.0,,4.0,N,N,136.0
330,1,20240104,7176,2.0,17.0,116.0,6.0,,6.0,N,N,136.0
331,1,20240104,11188,15.0,37.0,490.0,2.0,,5.0,N,N,137.0
332,1,20240104,14089,2.0,40.0,488.0,5.0,,1.0,N,N,137.0
333,1,20240104,9262,2.0,4.0,205.0,1.0,,4.0,N,N,138.0
334,1,20240104,13318,2.0,17.0,200.0,5.0,,4.0,N,N,138.0
335,1,20240104,102,4.0,8.0,480.0,10.0,,8.0,N,N,139.0
336,1,20240104,8431,16.0,14.0,374.0,8.0,,4.0,N,N,139.0
337,1,20240104,838,5.0,8.0,198.0,8.0,,5.0,N,S,140.0
338,1,20240104,16313,2.0,14.0,152.0,4.0,,4.0,N,S,140.0
339,1,20240104,1444,2.0,59.0,410.0,2.0,,7.0,N,N,140.0
340,1,20240103,7118,15.0,48.0,228.0,0.0,,2.0,N,N,141.0
341,1,20240103,3519,12.0,1.0,622.0,1.0,,2.0,N,N,141.0
342,1,20240104,3113,7.0,23.0,184.0,9.0,,4.0,N,N,142.0
343,1,20240104,12310,2.0,18.0,48.0,5.0,,4.0,N,S,142.0
344,1,20240104,7740,4.0,23.0,128.0,8.0,,3.0,N,N,143.0
345,1,20240104,11494,4.0,54.0,191.0,11.0,,3.0,N,N,143.0
346,1,20240104,10682,2.0,17.0,636.0,6.0,,2.0,N,N,143.0
347,1,20240104,6868,2.0,7.0,173.0,5.0,,2.0,N,S,144.0
348,1,20240104,14674,2.0,19.0,191.0,3.0,,7.0,N,N,144.0
349,1,20240104,7579,2.0,46.0,373.0,5.0,,3.0,N,N,144.0
